"cid","cmpdname","cmpdsynonym","mw","mf","polararea","complexity","xlogp","heavycnt","hbonddonor","hbondacc","rotbonds","inchi","isosmiles","inchikey","iupacname","meshheadings","annothits","annothitcnt","aids","cidcdate","sidsrcname","depcatg","annotation"
83686,"D-Fructose, 6-O-alpha-D-glucopyranosyl-","UNII-V59P50X4UY|D-Fructose, 6-O-alpha-D-glucopyranosyl-|V59P50X4UY|(3S,4R,5R)-1,3,4,5-tetrahydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one|EINECS 237-282-1|(3S,4R,5R)-1,3,4,5-Tetrahydroxy-6-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)hexan-2-one|6-Oalpha-D-Glucosylpyranosyl-D-fructose|SCHEMBL92758|ZINC31308912|Q420281|6-O-alpha-D-glucosyl-D-fructose; 6-O-D-glucosyl-D-fructose; 6-O-glucosyl-D-fructose|ISL",342.300,"C12H22O11",197.000,378.000,-4.800,23,8,11,8,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h5-14,16-21H,1-3H2/t5-,6-,7-,8-,9-,10+,11-,12+/m1/s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O)O)O","RJPPRBMGVWEZRR-WTZPKTTFSA-N","(3S,4R,5R)-1,3,4,5-tetrahydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","Biomolecular Interactions and Pathways|Classification|Drug and Medication Information|Literature|Names and Identifiers|Patents",6,"",20050808,"A&J Pharmtech CO., LTD.|Aaron Chemicals LLC|ABI Chem|Alichem|BLD Pharm|Chem-Space.com Database|Chembase.cn|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|FDA/SPL Indexing Data|Google Patents|ISpharm|Japan Chemical Substance Dictionary (Nikkaji)|LeadScope|MolPort|NCBI Structure|NextBio|NORMAN Suspect List Exchange|NovoSeek|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|Smolecule|Springer Nature|SureChEMBL|THE BioTek|Thomson Pharma|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
69507,"Fructose-6-phosphate","fructose-6-phosphate|D-fructose-6-phosphate|fructose-6P|fructose-6-P|keto-D-fructose 6-phosphate|D-fructose-6-P|fru-6-P|6814-87-5|UNII-2012QM764Y|2012QM764Y|[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate|F6R|D-fructose-6P|D-Fructose 6-phosphorate|6-O-phosphono-D-fructose|Fructose 6-phosphoric acid|SCHEMBL8230|D-fructose-6-phosphoric acid|CHEBI:15946|DTXSID80904350|Fructose 6-(dihydrogen phosphate)|Fructose, 6-(dihydrogen phosphate)|EINECS 211-395-6|ZINC85994845|DB04493|D-Fructose, 6-(dihydrogen phosphate) (9CI)|90061-EP2272834A1|90061-EP2301929A1|90061-EP2301935A1|90061-EP2305674A1|Fructose, 6-(dihydrogen phosphate), D- (8CI)|Q32039197|A11865AF-7AEE-49E2-AC87-1C29398404B3|{[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl]oxy}phosphonic acid|[2,3,4-trihydroxy-2-(hydroxymethyl)tetrahydrofuran-5-yl] methoxyphosphonic acid|41452-29-3",260.140,"C6H13O9P",165.000,273.000,-4.300,16,6,9,7,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1","C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O","GSXOAOHZAIYLCY-HSUXUTPPSA-N","[(2R,3R,4S)-2,3,4,6-tetrahydroxy-5-oxohexyl] dihydrogen phosphate","","Biomolecular Interactions and Pathways|Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry",7,"",20040916,"3B Scientific (Wuhan) Corp|A&J Pharmtech CO., LTD.|AA BLOCKS|AAA Chemistry|Aaron Chemicals LLC|AbaChemScene|ABI Chem|Acorn PharmaTech Product List|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|AKos Consulting & Solutions|Alfa Chemistry|Alichem|Aurora Fine Chemicals LLC|BePharm Ltd.|BIND|BioCyc|Biosynth Carbosynth|BLD Pharm|CCSbase|ChEBI|Chem-Space.com Database|Chemhere|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|Combi-Blocks|Comparative Toxicogenomics Database (CTD)|DiscoveryGate|DrugBank|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|eNovation Chemicals|EPA DSSTox|FDA/SPL Indexing Data|Founder Pharma|Glentham Life Sciences Ltd.|Golm Metabolome Database (GMD), Max Planck Institute of Molecular Plant Physiology|Google Patents|Human Metabolome Database (HMDB)|iChemical Technology USA Inc|Japan Chemical Substance Dictionary (Nikkaji)|labseeker|MassBank Europe|MassBank of North America (MoNA)|Matrix Scientific|MedChemexpress MCE|MetabolomicsWorkbench|Molepedia|MolPort|NCBI Structure|NextBio|NextMove Software|NORMAN Suspect List Exchange|Norris Pharm|NovoSeek|OChem|OXCHEM CORPORATION|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|SLING Consortium|SMID|Smolecule|Springer Nature|SureChEMBL|Syntree|THE BioTek|Therapeutic Target Database (TTD)|Thieme Chemistry|Thomson Pharma|ToxPlanet|VladaChem|Wikidata|WikiPathways|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
46173716,"1-O-beta-D-Fructo-furanosyl-D-fructose","Inulobiose|1-O-beta-D-Fructo-furanosyl-D-fructose|inulobiose (anomeric mixture)|D-fructosyl-2,1-alpha-D-fructose|1-O-beta-D-fructofuranosyl-D-fructose|beta-D-fructofuranosyl-(2->1)-D-fructose|CHEBI:16751|C01711|Q27102057",342.300,"C12H22O11",190.000,409.000,-4.100,23,8,11,6,"InChI=1S/C12H22O11/c13-1-5-7(16)9(18)11(20,22-5)4-21-12(3-15)10(19)8(17)6(2-14)23-12/h5-10,13-20H,1-4H2/t5-,6-,7-,8-,9+,10+,11?,12-/m1/s1","C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)OCC2([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O","WOHYVFWWTVNXTP-QPEGTHMASA-N","(3S,4S,5R)-2-[[(2R,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxymethyl]-5-(hydroxymethyl)oxolane-2,3,4-triol","","Classification|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry",5,"",20100701,"ChEBI|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|GlyTouCan Project|Google Patents|KEGG|MetabolomicsWorkbench|Wikidata","Curation Efforts|NIH Initiatives|Research and Development",""
445557,"Fructose 1,6-bisphosphate","fructose 1,6-bisphosphate|UNII-ANW5CM3PJ7|ANW5CM3PJ7|CHEMBL1089962|CHEBI:40595|ALPHA FRUCTOSE 1,6-DIPHOSPHATE|alpha-D-fructofuranose 1,6-bisphosphate|1,6-di-O-phosphono-alpha-D-fructofuranose|fructose-1,6-diphosphate|Fructose 1,6-diphosphate|alpha-D-fructofuranose 1,6-bisphosphate (RSSS closed ring)|D-fructose-1,6-diphosphate|D-Fructose 1,6-biphosphate|Esafosfan|fructose-1,6-bisphosphate|NSC-57553|D-fructose 1,6-bis(dihydrogen phosphate)|Fructose 1,6-bis|ESAFOSFINA|alpha-D-Fosfructofuranose|D-Fructose 1,6-diphosphate|D-fructose-1,6-bisphosphate|SCHEMBL166666|alpha-fructose-1,6-diphosphate|ZINC3869916|BDBM50420197|alpha-D-Fructofuranose 1,6-diphosphate|[(2S,3S,4S,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate|alpha-D-fructofuranose 1,6-bis(dihydrogen phosphate)|alpha-D-Fructofuranose, 1,6-bis(dihydrogen phosphate)|Q27104462",340.120,"C6H14O12P2",203.000,428.000,-5.600,20,7,12,6,"InChI=1S/C6H14O12P2/c7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)/t3-,4-,5+,6+/m1/s1","C([C@@H]1[C@H]([C@@H]([C@@](O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O","RNBGYGVWRKECFJ-ZXXMMSQZSA-N","[(2S,3S,4S,5R)-2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate","","Biological Test Results|Biomolecular Interactions and Pathways|Chemical and Physical Properties|Classification|Drug and Medication Information|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry|Biological Test Results: Active|Biological Test Results: Micromolar",11,"476499,476500,482989,482990,482991,588211,588212,588213,681570,705458,705459",20040916,"ABI Chem|BindingDB|CCSbase|ChEBI|Chembase.cn|ChEMBL|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|FDA/SPL Indexing Data|GlyTouCan Project|Google Patents|Human Metabolome Database (HMDB)|IBM|Japan Chemical Substance Dictionary (Nikkaji)|MassBank of North America (MoNA)|MetabolomicsWorkbench|Nature Chemical Biology|NCBI Structure|NextBio|NextMove Software|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|SMID|Springer Nature|SureChEMBL|THE BioTek|Thomson Pharma|Wikidata|WikiPathways|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
46783826,"Fructose-1,6-diphosphate calcium salt","103213-33-8|Fructose-1,6-diphosphate calcium salt|D-Fructose 1,6-diphosphate monocalcium salt|D-Fructose-1,6-diphoshate calcium salt|C6H12O12P2.Ca|oxo-6-(phosphonooxy)hexyl phosphate|7516AF|D-Fructose-1,6-diphosphate monocalcium salt|calcium (2R,3R,4S)-2,3,4-trihydroxy-5-|W-200689|calcium (2R,3R,4S)-2,3,4-trihydroxy-5-oxo-6-(phosphonooxy)hexyl phosphate",378.180,"C6H12CaO12P2",217.000,399.000,"",21,5,12,8,"InChI=1S/C6H14O12P2.Ca/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);/q;+2/p-2/t3-,5-,6-;/m1./s1","C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)([O-])[O-].[Ca+2]","QIUINQIXDJNFJN-BAOOBMCLSA-L","calcium;[(2R,3R,4S)-2,3,4-trihydroxy-5-oxo-6-phosphonooxyhexyl] phosphate","","",0,"",20100728,"3B Scientific (Wuhan) Corp|AEchem Scientific Corp., USA|AHH Chemical co.,ltd|AK Scientific, Inc. (AKSCI)|Biosynth Carbosynth|DiscoveryGate|eNovation Chemicals|Glentham Life Sciences Ltd.|Hairui Chemical|iChemical Technology USA Inc|MuseChem","Chemical Vendors|Legacy Depositors|Subscription Services",""
181522,"Fructose-xylitol mixture","37370-40-4|Fructose-xylitol mixture|Xylitol-fructose mixture|Xylitol - fructose mixture|D-Fructose, mixt. with xylitol|DTXSID00958476|Hex-2-ulose--pentitol (1/1)",332.300,"C11H24O11",219.000,223.000,"",22,10,11,9,"InChI=1S/C6H12O6.C5H12O5/c7-1-3(9)5(11)6(12)4(10)2-8;6-1-3(8)5(10)4(9)2-7/h3,5-9,11-12H,1-2H2;3-10H,1-2H2/t3-,5-,6-;3-,4+,5?/m1./s1","C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O.C([C@H](C([C@H](CO)O)O)O)O","RSIUSLANRKRSHR-WEAQEYCISA-N","(3S,4R,5R)-1,3,4,5,6-pentahydroxyhexan-2-one;(2S,4R)-pentane-1,2,3,4,5-pentol","","Classification|Names and Identifiers",2,"",20050809,"ABI Chem|ChemIDplus|ChemSpider|EPA DSSTox|NextBio|ToxPlanet","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
117072640,"D-Fructose 1,6-diphosphate,trisodium salt octahydrate","MFCD00149340|Harden-Young ester|D-Fructose 1,6-bisphosphate trisodium salt octahydrate|D-Fructose-1,6-diphosphate trisodium salt octahydrate|81028-91-3|D-Fructose 1,6-diphosphate,trisodium salt octahydrate|D-Fructose 1,6-diphosphate trisodium salt|FDP-Na3H|38099-82-0 (anhydr.)|AC-32155",550.180,"C6H27Na3O20P2",228.000,396.000,"",31,12,20,8,"InChI=1S/C6H14O12P2.3Na.8H2O/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;;;;;;;;;;;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);;;;8*1H2/q;3*+1;;;;;;;;/p-3/t3-,5-,6-;;;;;;;;;;;/m1.........../s1","C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)[O-])O)O)O)OP(=O)([O-])[O-].O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+]","BUMXRRGJJDMPRT-PESUWTOCSA-K","trisodium;[(2R,3R,4S)-2,3,4-trihydroxy-6-[hydroxy(oxido)phosphoryl]oxy-5-oxohexyl] phosphate;octahydrate","","Literature",1,"",20160210,"abcr GmbH|Alfa Chemistry|Ambinter|Chem-Space.com Database|Glentham Life Sciences Ltd.|Hangzhou APIChem Technology|MolPort","Chemical Vendors",""
80159,"Calcium fructose-1,6-diphosphate","fosfructose calcium|UNII-R0SR7425RJ|Calcium fructose-1,6-diphosphate|R0SR7425RJ|6055-82-9|EINECS 227-979-9|D-Fructose, 1,6-bis(dihydrogen phosphate), calcium salt (1:2)|Fructose 1,6-bis(calcium phosphate)|D-Fructose-1,6-diphosphatedicalciumsalt|DTXSID20946491|Dicalcium 1,6-di-O-phosphonatohex-2-ulose|Q27287626|dicalcium;[(2S,3S,4R)-2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl] phosphate|23684-52-8",416.240,"C6H10Ca2O12P2",223.000,387.000,"",22,3,12,7,"InChI=1S/C6H14O12P2.2Ca/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16;;/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16);;/q;2*+2/p-4/t3-,5-,6-;;/m0../s1","C([C@@H]([C@@H]([C@H](C(=O)COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-].[Ca+2].[Ca+2]","MKSZTTCFYSGQHA-XAIJJRKESA-J","dicalcium;[(2S,3S,4R)-2,3,4-trihydroxy-5-oxo-6-phosphonatooxyhexyl] phosphate","","Classification|Names and Identifiers|Use and Manufacturing",3,"",20050808,"ABI Chem|ChemIDplus|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|FDA/SPL Indexing Data|NextBio|Parchem|THE BioTek|ToxPlanet|Wikidata","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
5288047,"3-Deoxy-3-methyl-D-fructose","3-DEOXY-3-METHYL-D-FRUCTOSE|3-deoxy-3-methyl-beta-D-fructofuranose|Q27459211|3-DEOXY-3-METHYL-D-FRUCTOSE; 3-deoxy-3-methyl-beta-D-fructose; 3-deoxy-3-methyl-fructose",178.180,"C7H14O5",90.200,162.000,-1.400,12,4,5,2,"InChI=1S/C7H14O5/c1-4-6(10)5(2-8)12-7(4,11)3-9/h4-6,8-11H,2-3H2,1H3/t4-,5+,6-,7+/m0/s1","C[C@H]1[C@@H]([C@H](O[C@@]1(CO)O)CO)O","DUZROZVFCQUFGS-BNHYGAARSA-N","(2S,3S,4S,5R)-2,5-bis(hydroxymethyl)-3-methyloxolane-2,4-diol","","Biomolecular Interactions and Pathways|Names and Identifiers",2,"",20050624,"ABI Chem|ChemSpider|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|NCBI Structure|NextBio|Protein Data Bank in Europe (PDBe)|SMID|Wikidata","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
162104,"1-O-alpha-D-Glucopyranosyl-D-fructose","1-O-alpha-D-Glucopyranosyl-D-fructose|51411-23-5|UNII-H39U51DD7Q|H39U51DD7Q|(3S,4R,5R)-3,4,5,6-tetrahydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one|EINECS 257-183-7|SCHEMBL165502|1-O-Hexopyranosylhex-2-ulose|DTXSID60965727|ZINC31475103|Q3541289|1-O-alpha-D-glucosyl-D-fructose; 1-O-D-glucosyl-D-fructose; 1-O-glucosyl-D-fructose",342.300,"C12H22O11",197.000,378.000,-4.800,23,8,11,8,"InChI=1S/C12H22O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h4,6-15,17-21H,1-3H2/t4-,6-,7-,8-,9-,10+,11-,12+/m1/s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O","NMELTECMHKKXLF-DGQJZECASA-N","(3S,4R,5R)-3,4,5,6-tetrahydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","Biomolecular Interactions and Pathways|Classification|Literature|Names and Identifiers|Patents",5,"",20050808,"AAA Chemistry|ABI Chem|Alfa Chemistry|Chem-Space.com Database|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemMol|ChemSpider|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|FDA/SPL Indexing Data|Google Patents|IBM|Japan Chemical Substance Dictionary (Nikkaji)|MuseChem|NCBI Structure|NextBio|NextMove Software|NORMAN Suspect List Exchange|NovoSeek|PATENTSCOPE (WIPO)|Protein Data Bank in Europe (PDBe)|Smolecule|Springer Nature|SureChEMBL|THE BioTek|Thomson Pharma|ToxPlanet|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
130872,"Fructose 3-phosphate","Fructose 3-phosphate|126247-74-3|[(3S,4R,5R)-1,4,5,6-tetrahydroxy-2-oxohexan-3-yl] dihydrogen phosphate|fructose-3-phosphate|3-O-Phosphonohex-2-ulose|D-Fructose 3-phosphoric acid|SCHEMBL896315|DTXSID90925470|D-Fructose, 3-(dihydrogen phosphate)|(3S,4R,5R)-1,4,5,6-Tetrahydroxy-2-oxohexan-3-yl dihydrogen phosphate",260.140,"C6H13O9P",165.000,273.000,-4.300,16,6,9,7,"InChI=1S/C6H13O9P/c7-1-3(9)5(11)6(4(10)2-8)15-16(12,13)14/h3,5-9,11H,1-2H2,(H2,12,13,14)/t3-,5-,6-/m1/s1","C([C@H]([C@H]([C@@H](C(=O)CO)OP(=O)(O)O)O)O)O","NFKVQPCCMLVBGQ-UYFOZJQFSA-N","[(3S,4R,5R)-1,4,5,6-tetrahydroxy-2-oxohexan-3-yl] dihydrogen phosphate","","Classification|Literature|Names and Identifiers|Patents",4,"",20050808,"ABI Chem|BLD Pharm|ChemIDplus|ChemSpider|EPA DSSTox|Google Patents|IBM|iChemical Technology USA Inc|Japan Chemical Substance Dictionary (Nikkaji)|NextBio|NovoSeek|PATENTSCOPE (WIPO)|Smolecule|Springer Nature|SureChEMBL","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
87177,"4-O-alpha-D-Glucopyranosyl-D-fructose","4-O-alpha-D-Glucopyranosyl-D-fructose|UNII-Q7GN4HW47S|Q7GN4HW47S|D-Fructose, 4-O-alpha-D-glucopyranosyl-|(3S,4R,5R)-1,3,5,6-tetrahydroxy-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one|SCHEMBL617896|4-O-Hexopyranosylhex-2-ulose|DTXSID00938753|EINECS 241-578-6|MFCD00191667|4-O-??-D-Glucopyranosyl-D-fructose|ZINC100031805|C19633|Q1887885",342.300,"C12H22O11",197.000,378.000,-4.800,23,8,11,8,"InChI=1S/C12H22O11/c13-1-4(16)7(18)11(5(17)2-14)23-12-10(21)9(20)8(19)6(3-15)22-12/h5-15,17-21H,1-3H2/t5-,6-,7-,8-,9+,10-,11-,12-/m1/s1","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H](C(=O)CO)O)O)O)O)O","PFCRQPBOOFTZGQ-RGXJTGTOSA-N","(3S,4R,5R)-1,3,5,6-tetrahydroxy-4-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexan-2-one","","Classification|Literature|Names and Identifiers|Patents",4,"",20050808,"AA BLOCKS|AAA Chemistry|abcr GmbH|ABI Chem|Alfa Chemistry|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BLD Pharm|Chem-Space.com Database|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|Combi-Blocks|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|FDA/SPL Indexing Data|Google Patents|Japan Chemical Substance Dictionary (Nikkaji)|KEGG|LabNetwork, a WuXi AppTec Company|MolPort|NextBio|NextMove Software|NORMAN Suspect List Exchange|PATENTSCOPE (WIPO)|Springer Nature|SureChEMBL|THE BioTek|VladaChem|Wikidata|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services",""
5460024,"L-Fructose","L-Fructose|7776-48-9|L-(+)-Fructose|(3R,4S,5S)-1,3,4,5,6-pentahydroxyhexan-2-one|keto-L-fructose|UNII-ZJ8X2IF6RJ|L-fructose (open form)|ZJ8X2IF6RJ|MFCD05662378|Fructose, L-|D(-)-Fructose|L-Arabino-2-hexulose|L-fructoses group|L-1,3,4,5,6-Pentahydroxyhexan-2-one|L-(+)Fructose|L-(+)-Fructose , 97%|SCHEMBL16944031|CHEBI:37724|DTXSID60420083|57-48-7|ANW-37086|KM1874|ZINC18152608|AKOS027326903|FS-6638|L-(+)-Fructose, >=97.0% (HPLC)|776F489|Q27117239|UNII-02T79V874P component BJHIKXHVCXFQLS-FUTKDDECSA-N",180.160,"C6H12O6",118.000,147.000,-3.200,12,5,6,5,"InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m0/s1","C([C@@H]([C@@H]([C@H](C(=O)CO)O)O)O)O","BJHIKXHVCXFQLS-FUTKDDECSA-N","(3R,4S,5S)-1,3,4,5,6-pentahydroxyhexan-2-one","","Chemical and Physical Properties|Classification|Literature|Names and Identifiers|Patents|Pharmacology and Biochemistry|Safety and Hazards",7,"",20040916,"3B Scientific (Wuhan) Corp|AA BLOCKS|Aaron Chemicals LLC|abcr GmbH|ABI Chem|Acadechem|AEchem Scientific Corp., USA|AKos Consulting & Solutions|Alichem|Ambeed|Ambinter|Anward|Aurora Fine Chemicals LLC|Aurum Pharmatech LLC|BLD Pharm|ChEBI|Chem-Space.com Database|Chembase.cn|ChemIDplus|Chemieliva Pharmaceutical Co., Ltd|ChemSpider|ChemTik|Combi-Blocks|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|eNovation Chemicals|EPA DSSTox|FDA/SPL Indexing Data|Glentham Life Sciences Ltd.|Google Patents|iChemical Technology USA Inc|Japan Chemical Substance Dictionary (Nikkaji)|Key Organics/BIONET|LabNetwork, a WuXi AppTec Company|MetabolomicsWorkbench|MolPort|MuseChem|NextBio|NextMove Software|Norris Pharm|OChem|Omicron Biochemicals, Inc.|PATENTSCOPE (WIPO)|Sigma-Aldrich|Sinfoo Biotech|Smolecule|Springer Nature|SpringerMaterials|SureChEMBL|THE BioTek|Thomson Pharma|ToxPlanet|Tractus|VladaChem|Wikidata|WikiPathways|Wubei-Biochem|ZINC","Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services",""
71309127,"D-Fructose-6-13C","D-Fructose-6-13C|D-(6-~13~C)Fructopyranose|D-[6-13C]FRUCTOSE|DTXSID00745767|312623-94-2|D-Fructose-6-13C, 99 atom % 13C|(3S,4S,5S)-2-(Hydroxymethyl)oxane-2,3,4,5-tetrol|287100-63-4",181.150,"C6H12O6",110.000,162.000,-2.800,12,5,6,1,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5+,6?/m1/s1/i1+1","[13CH2]1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O","LKDRXBCSQODPBY-INQNWKIISA-N","(3S,4R,5R)-2-(hydroxymethyl)(613C)oxane-2,3,4,5-tetrol","","Classification|Literature|Names and Identifiers|Patents",4,"",20130517,"Aurora Fine Chemicals LLC|Chembase.cn|EPA DSSTox|Google Patents|Omicron Biochemicals, Inc.|Sigma-Aldrich","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development",""
111486,"D-Fructose, 1,6-bis(dihydrogen phosphate), compd. with cyclohexanamine (1:3)","68966-41-6|D-Fructose, 1,6-bis(dihydrogen phosphate), compd. with cyclohexanamine (1:3)|EINECS 273-431-7|Fructose-1,6-diphosphate, tricyclohexyl ammonium salt|DTXSID50988708|D-Fructose 1,6-bis(dihydrogen phosphate), compound with cyclohexylamine (1:3)|Cyclohexanamine--1,6-di-O-phosphonohex-2-ulofuranose (3/1)",637.600,"C24H53N3O12P2",282.000,474.000,"",41,10,15,6,"InChI=1S/3C6H13N.C6H14O12P2/c3*7-6-4-2-1-3-5-6;7-4-3(1-16-19(10,11)12)18-6(9,5(4)8)2-17-20(13,14)15/h3*6H,1-5,7H2;3-5,7-9H,1-2H2,(H2,10,11,12)(H2,13,14,15)","C1CCC(CC1)N.C1CCC(CC1)N.C1CCC(CC1)N.C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O","AEQOOHKPTZNQCH-UHFFFAOYSA-N","cyclohexanamine;[2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate","","Classification|Names and Identifiers|Use and Manufacturing",3,"",20050808,"AAA Chemistry|ABI Chem|ChemIDplus|ChemSpider|EPA DSSTox|NextBio|ToxPlanet","Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services",""
